id,tokens,ner_tags
6445,"['The' 'strategies' 'by' 'which' 'hepatitis' 'B' 'and' 'hepatitis' 'D'
 'can' 'be' 'diminished' 'and' 'eventually' 'eliminated' 'are' ':'
 'immunization' ',' 'measures' 'to' 'prevent' 'exposure' 'to' 'infective'
 'blood' 'or' 'blood' 'derivatives' 'and' 'education' '(' 'in'
 'particular' 'awareness' 'that' 'hepatitis' 'B' 'is' 'a' 'sexually'
 'transmitted' 'disease' ')' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]"
6446,"['The' 'technical' 'construction' 'of' 'the' 'mouth' 'protectors' 'is'
 'illustrated' ',' 'as' 'is' 'the' 'need' 'for' 'instrumentation' 'and'
 'its' 'costs' 'and' 'the' 'materials' 'required' 'to' 'manufacture'
 'these' 'mouth' 'protectors' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6447,"['Three' 'patients' 'had' 'well' '-' ',' '6' 'patients' 'had' 'moderately'
 '-' ',' 'and' '5' 'patients' 'had' 'poorly' '-' 'differentiated'
 'adenocarcinoma' 'of' 'the' 'prostate' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6448,"['Spontaneous' 'burst' 'firing' 'in' 'cat' 'primary' 'auditory' 'cortex'
 ':' 'age' 'and' 'depth' 'dependence' 'and' 'its' 'effect' 'on' 'neural'
 'interaction' 'measures' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6449,"['By' 'applying' 'the' 'potentiometric' 'method' ',' 'in' 'aqueous'
 'medium' 'of' 'ionic' 'strength' 'mu' '=' '0' '.' '2' ',' 'the'
 'stability' 'constants' ',' 'log' 'beta' '1' '=' '4' '.' '42' 'and' 'log'
 'beta' '2' '=' '8' '.' '57' 'were' 'obtained' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
6450,"['Cryopreservation' 'straws' 'filled' 'with' 'media' 'plus' 'additive'
 'are' 'emersed' 'below' 'the' 'surface' 'of' 'an' 'unprocessed' 'donor'
 'ejaculate' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6451,"['The' 'bcl' '-' '2' 'gene' 'can' 'potentially' 'encode' '26' '-' 'and'
 '22' '-' 'kDa' 'proteins' 'that' 'differ' 'only' 'in' 'their' 'carboxyl'
 'tails' 'because' 'of' 'an' 'alternative' 'splicing' 'mechanism' '.']",[0 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6452,"['The' 'active' 'open' 'reading' 'frame' 'in' 'the' 'clone' 'maps' 'at'
 '27' 'min' 'on' 'the' 'E' '.' 'coli' 'chromosome' 'and' 'is' 'identical'
 'in' 'sequence' 'to' 'a' 'wild' 'type' 'counterpart' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6453,"['Subsequent' 'cloning' 'and' 'nucleotide' 'sequence' 'analysis' 'of'
 'the' 'S' '.' 'pombe' 'adenylate' 'kinase' 'gene' ',' 'adk1' ','
 'revealed' 'a' 'coding' 'region' 'of' '660' 'nucleotides' '.']",[0 0 0 0 0 0 0 0 1 2 2 2 2 2 0 1 0 0 0 0 0 0 0 0 0]
6454,"['As' 'a' 'result' 'of' 'alternative' 'splicing' ',' 'the' 'BGP' 'gene'
 'is' 'transcribed' 'into' 'at' 'least' 'seven' 'distinct' 'mRNA'
 'species' '.']",[0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0]
6455,"['However' ',' 'essential' 'contrast' 'differences' 'existing' 'between'
 'the' 'FSE' 'sequences' 'and' 'their' 'routine' 'asymmetric' 'dual' 'SE'
 'counterpart' 'can' 'be' 'identified' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6456,"['The' 'level' 'of' 'the' 'SUP4A53T61' 'transcript' 'was' 'threefold'
 'higher' 'in' 'the' 'tap1' '-' '1' 'mutant' 'than' 'in' 'the' 'wild'
 'type' '.']",[0 0 0 0 1 2 0 0 0 0 0 1 2 2 2 0 0 0 0 0 0]
6457,"['This' 'sequence' 'similarity' 'raises' 'the' 'possibility' 'that' 'GCN1'
 'interacts' 'with' 'ribosomes' 'or' 'tRNA' 'molecules' 'and' 'functions'
 'in' 'conjunction' 'with' 'GCN2' 'in' 'monitoring' 'uncharged' 'tRNA'
 'levels' 'during' 'the' 'process' 'of' 'translation' 'elongation' '.']",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
6458,"['NF' '-' 'HB' '(' 'BSAP' ')' 'is' 'a' 'repressor' 'of' 'the' 'murine'
 'immunoglobulin' 'heavy' '-' 'chain' '3' ""'"" 'alpha' 'enhancer' 'at'
 'early' 'stages' 'of' 'B' '-' 'cell' 'differentiation' '.']",[1 2 2 0 1 0 0 0 0 0 0 1 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0]
6459,"['In' 'conclusion' ',' 'changes' 'in' 'carotid' 'sinus' 'stimulation'
 'alters' 'blood' 'flow' 'to' 'the' 'hindlimb' 'through' 'changes' 'in'
 'both' 'Pcrit' 'and' 'Ra' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6460,"['Multizone' 'PRK' 'has' 'been' 'suggested' 'to' 'increase' 'the'
 'predictability' 'of' 'higher' 'myopic' 'corrections' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6461,"['In' '17' 'patients' 'with' 'deletions' ',' 'the' 'parental' 'origin'
 'of' 'deletion' 'was' 'determined' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6462,"['The' 'COL7A1' 'gene' ',' 'which' 'encodes' 'type' 'VII' 'collagen' ','
 'has' 'been' 'implicated' 'as' 'a' 'candidate' 'gene' 'for' 'dominantly'
 'and' 'recessively' 'inherited' 'forms' 'of' 'dystrophic' 'epidermolysis'
 'bullosa' '.']",[0 1 2 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6463,"['However' ',' 'study' 'of' 'the' 'productive' 'gamma' 'gene' 'showed'
 'that' 'the' 'skipped' 'variable' 'exon' 'was' 'bounded' 'by' 'normal'
 'splicing' 'signals' 'and' 'that' 'the' 'adjacent' 'intron'
 'organization' 'was' 'not' 'altered' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6464,"['We' 'conclude' 'that' 'grade' 'III' 'BGCT' 'can' 'be' 'treated' 'by'
 'modified' 'intralesional' 'excision' 'provided' 'the' 'articular'
 'surfaces' 'and' 'part' 'of' 'the' 'metaphysis' 'are' 'intact' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6465,"['Second' ',' 'nitrate' 'induction' 'of' 'aeg' '-' '46' '.' '5' 'operon'
 'expression' 'is' 'substantially' 'enhanced' 'in' 'narL' 'null' 'strains'
 '(' 'M' '.' 'H' '.']",[0 0 0 0 0 1 2 2 2 2 2 0 0 0 0 0 1 0 0 0 0 0 0 0]
6466,"['This' 'new' 'knowledge' 'has' 'contributed' 'to' 'the' 'development'
 'of' 'a' 'successful' 'immunoprophylactic' 'strategy' 'for' 'eliminating'
 'Hib' 'disease' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6467,"['The' 'HMG' 'CoA' 'reductase' 'inhibitors' 'are' 'the' 'most' 'effective'
 'cholesterol' '-' 'lowering' 'agents' 'currently' 'available' '.']",[0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0]
6468,"['The' 'etiology' ',' 'pathology' ',' 'brain' 'CT' 'scan' 'features' ','
 'clinical' 'manifestations' 'and' 'treatment' 'of' 'these' 'accidents'
 'were' 'discussed' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6469,"['Drosophila' '230' '-' 'kD' 'TFIID' 'subunit' ',' 'a' 'functional'
 'homolog' 'of' 'the' 'human' 'cell' 'cycle' 'gene' 'product' ','
 'negatively' 'regulates' 'DNA' 'binding' 'of' 'the' 'TATA' 'box' '-'
 'binding' 'subunit' 'of' 'TFIID' '.']",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 2 0]
6470,"['One' 'enigmatic' 'aspect' 'of' 'GATA' 'factor' 'expression' 'is' 'that'
 'several' 'GATA' 'proteins' ',' 'which' 'ostensibly' 'share' 'the' 'same'
 'DNA' '-' 'binding' 'site' 'specificity' ',' 'are' 'coexpressed' 'in'
 'erythroid' 'cells' '.']",[0 0 0 0 1 2 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6471,"['Pit' '-' '1' 'is' 'a' 'tissue' '-' 'specific' 'POU' 'domain' 'factor'
 'obligatory' 'for' 'the' 'appearance' 'of' 'three' 'cell' 'phenotypes'
 'in' 'the' 'anterior' 'pituitary' 'gland' '.']",[1 2 2 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6472,"['Maximum' 'number' 'of' 'strains' '(' '39' '.' '1' '%' ')' 'were'
 'resistant' 'in' 'S' '.' 'bareilly' 'serotype' ',' 'followed' 'by' 'S'
 '.' 'typhimurium' '(' '21' '.' '7' '%' ')' 'and' 'least' 'in' 'S' '.'
 'typhi' '(' '17' '.' '4' '%' ')' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
6473,"['Characterization' 'and' 'hormonal' 'regulation' 'of' 'the' 'promoter'
 'of' 'the' 'rat' 'prostaglandin' 'endoperoxide' 'synthase' '2' 'gene'
 'in' 'granulosa' 'cells' '.']",[0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 0 0 0 0]
6474,['The' 'retention' 'of' '75SeHCAT' 'was' 'low' '.'],[0 0 0 0 0 0 0]
6475,"['Members' 'of' 'the' 'C' '/' 'EBP' 'family' 'of' 'basic' '-' 'leucine'
 'zipper' '(' 'bZip' ')' 'transcription' 'factors' 'form' 'heterodimers'
 'and' 'bind' 'to' 'the' 'CAAT' 'box' 'and' 'other' 'sequence' '-'
 'related' 'enhancer' 'motifs' '.']",[0 0 0 1 2 2 2 0 1 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6476,"['In' 'mammalian' 'cells' ',' 'phosphorylation' 'of' 'eIF' '-' '2' 'alpha'
 'inhibits' 'the' 'activity' 'of' 'eIF' '-' '2B' ',' 'the' 'GDP' '-' 'GTP'
 'exchange' 'factor' 'for' 'eIF' '-' '2' '.']",[0 0 0 0 0 0 1 2 2 2 0 0 0 0 1 2 2 0 0 1 2 2 2 2 0 1 2 2 0]
6477,"['In' 'conclusion' ',' 'these' 'observations' 'demonstrated' 'that'
 'stratification' 'of' 'acute' 'MI' 'patients' 'by' 'plasma' 'ANF' 'level'
 'is' 'a' 'useful' 'non' '-' 'invasive' 'method' 'for' 'predicting'
 'prognosis' 'and' 'for' 'identifying' 'individuals' 'at' 'high' 'risk'
 'of' 'cardiac' 'death' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6478,"['Analysis' 'of' 'the' 'binding' 'of' 'Lrp' 'to' 'a' 'set' 'of'
 'circularly' 'permuted' 'DNA' 'fragments' 'from' 'this' 'region'
 'indicates' 'that' 'Lrp' 'induces' 'DNA' 'bending' '.']",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
6479,"['Seven' 'out' 'of' '34' 'patients' 'died' ',' 'giving' 'a' 'mortality'
 'rate' 'of' '21' '%' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6480,"['A' '36' '-' 'kDa' 'protein' 'that' 'was' 'localized' 'to' 'the'
 'membrane' 'fraction' 'was' 'detected' 'in' 'minicells' 'containing'
 'plasmids' 'with' 'the' 'ftsN' 'gene' ',' 'confirming' 'that' 'FtsN'
 'was' 'a' 'membrane' 'protein' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 1 0 0 0 0 0]
6481,"['SSG1' ',' 'a' 'gene' 'encoding' 'a' 'sporulation' '-' 'specific' '1' ','
 '3' '-' 'beta' '-' 'glucanase' 'in' 'Saccharomyces' 'cerevisiae' '.']",[1 0 0 0 0 0 1 2 2 2 2 2 2 2 2 2 0 0 0 0]
6482,"['Expression' 'of' 'this' 'protein' 'in' 'E' '.' 'coli' 'demonstrated'
 'that' 'tyrosine' 'was' 'incorporated' 'during' 'suppression' 'and'
 'that' 'yeast' 'cytoplasmic' 'TyrRS' 'activity' 'was' 'produced' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0]
6483,"['The' 'first' 'involved' 'complementation' 'of' 'a' 'nonphotosynthetic'
 'mutant' 'of' 'Chlamydomonas' ',' 'CC' '-' '2341' '(' 'ac' '-' 'u' '-'
 'g' '-' '2' '.' '3' ')' ',' 'which' 'has' 'a' 'frameshift' 'mutation'
 'in' 'the' 'psaB' 'gene' ',' 'and' 'selection' 'of' 'photosynthetic'
 'transformants' 'on' 'minimal' 'medium' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0
 0 0 0 0 0 0 0 0]"
6484,"['Against' '200' 'strains' 'of' 'methicillin' '-' 'resistant'
 'Staphylococcus' 'aureus' '(' 'MRSA' ')' 'isolated' 'from' '1990' 'to'
 '1991' ',' 'minimum' 'inhibitory' 'concentrations' '(' 'MICs' ')' 'of'
 'a' 'total' 'of' '15' 'antibacterial' 'agents' 'including' 'arbekacin'
 '(' 'ABK' ')' 'were' 'determined' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
6485,"['It' 'is' 'reported' 'that' ',' 'at' 'present' ',' 'most' 'of' 'the'
 'MRSAs' 'spreading' 'in' 'Japan' 'are' 'acceleratedly' 'acquiring'
 'resistance' 'to' 'many' 'drugs' ',' 'and' 'especially' ',' 'they' 'are'
 'developing' 'high' 'resistance' 'against' 'beta' '-' 'lactams' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6486,"['Beg2' 'and' 'Beg1' 'are' 'regulated' 'differently' 'which' 'may'
 'indicate' 'variation' 'in' 'storage' 'or' 'utilization' 'properties'
 'among' 'the' 'barley' 'globulins' '.']",[1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0]
6487,"['Here' ',' 'we' 'have' 'more' 'closely' 'investigated' 'transactivation'
 'of' 'the' 'human' 'HSP70' 'promoter' 'by' 'Myb' 'proteins' '.']",[0 0 0 0 0 0 0 0 0 0 1 2 2 0 1 2 0]
6488,"['We' 'have' 'found' 'out' 'that' 'one' '-' 'year' '-' 'old' 'carps' 'are'
 'extremely' 'sensitive' 'to' 'ichthiomycin' 'in' 'concentrations'
 'between' '25' '-' '125' 'micrograms' '/' 'dm3' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6489,"['RESULTS' ':' 'Statistically' 'significant' 'differences' 'were'
 'obtained' 'between' 'group' 'I' 'and' 'II' 'concerning' 'the' 'number'
 'of' 'patients' 'in' 'whom' 'induced' 'atrial' 'fibrillation' 'with'
 'conduction' 'by' 'the' 'accessory' 'pathway' 'and' 'RR' '<' 'or' '='
 '250' 'msec' 'was' 'found' '(' '0' 'vs' '6' ',' 'p' '=' '0' '.' '0045'
 ')' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
6490,"['We' 'studied' 'the' 'effect' 'of' 'skinfold' 'thickness' 'on' 'the'
 'correlation' 'between' 'serum' 'total' 'bilirubin' 'level' 'and'
 'transcutaneous' 'bilirubin' '(' 'TcB' ')' 'readings' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6491,"['The' 'GTPase' 'activity' 'of' 'CDC42Ce' 'is' 'moderately' 'stimulated'
 'by' 'human' 'n' '-' 'chimaerin' ',' 'a' 'GTPase' '-' 'activating'
 'protein' 'for' 'the' 'related' 'p21' 'rac1' '.']",[0 1 0 0 1 0 0 0 0 1 2 2 2 0 0 1 2 2 2 0 0 0 1 1 0]
6492,"['Tl' '-' '201' 'uptake' 'ratio' 'of' 'the' 'right' 'ventricle' ','
 'which' 'represents' 'the' 'ratio' 'of' 'total' 'counts' 'of' 'the'
 'right' 'ventricle' 'to' 'counts' 'of' 'the' 'administered' 'dose' 'of'
 'Tl' '-' '201' ',' 'was' 'higher' 'in' 'COPD' ',' 'especially' 'in'
 'pulmonary' 'emphysema' 'and' 'B' 'type' 'COPD' 'by' 'Burrows'
 'classification' 'than' 'in' 'controls' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
6493,"['A' 'second' 'hydrophobic' 'domain' ',' 'bordered' 'by' 'two'
 'hydrophilic' 'regions' 'strongly' 'suggests' 'a' 'transmembrane'
 'region' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6494,"['This' 'gene' 'spans' '23' 'kb' 'and' 'is' 'composed' 'of' 'five' 'exons'
 'and' 'four' 'introns' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6495,"['The' 'remaining' 'RAD' '+' 'cells' 'progressed' 'to' 'form'
 'microcolonies' '(' '<' '30' 'cells' ')' 'containing' 'aberrantly'
 'shaped' 'inviable' 'cells' '.']",[0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6496,"['The' '11' ';' '22' 'chromosomal' 'translocation' 'specifically' 'linked'
 'to' 'Ewing' 'sarcoma' 'and' 'primitive' 'neuroectodermal' 'tumor'
 'results' 'in' 'a' 'chimeric' 'molecule' 'fusing' 'the' 'amino' '-'
 'terminal' '-' 'encoding' 'portion' 'of' 'the' 'EWS' 'gene' 'to' 'the'
 'carboxyl' '-' 'terminal' 'DNA' '-' 'binding' 'domain' 'encoded' 'by'
 'the' 'FLI1' 'gene' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0
 0 0 0 0 0 0 0 1 2 0]"
6497,"['These' 'findings' 'suggest' 'that' 'a' 'range' 'of' 'microenvironmental'
 'conditions' 'exist' 'within' 'purified' 'water' 'systems' ',' 'leading'
 'to' 'variable' 'populations' 'of' 'bacteria' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6498,"['X' '-' 'linked' 'liver' 'glycogenosis' ':' 'localization' 'and'
 'isolation' 'of' 'a' 'candidate' 'gene' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6499,"['This' 'conclusion' 'is' 'based' 'on' 'the' 'observations' 'of' 'the'
 'immunologic' 'changes' 'that' 'characterize' 'the' 'acute' 'stages' 'of'
 'illness' 'as' 'well' 'as' 'on' 'the' 'demonstrated' 'association' 'with'
 'toxin' '-' 'producing' 'bacteria' 'in' 'the' 'pharynx' 'and'
 'gastrointestinal' 'tract' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6500,"['Measurement' 'of' 'anti' '-' 'HCV' 'IgM' 'antibodies' 'with' 'an'
 'experimental' 'kit']",[0 0 1 2 2 2 2 0 0 0 0]
6501,"['Embryo' 'coculture' 'system' 'may' 'contribute' 'to' 'understand' 'the'
 'mechanisms' 'underlying' 'the' 'decrease' 'of' 'fertility' 'with'
 'aging' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6502,"['These' 'cell' 'lines' 'displayed' 'methylation' 'of' 'the' 'CpG'
 'island' 'surrounding' 'the' 'first' 'exon' 'of' 'p16INK4A' 'and'
 'expressed' 'abundant' 'levels' 'of' 'a' 'nontranslated' 'mRNA'
 'containing' 'an' 'alternative' 'first' 'exon' '(' 'E1' 'beta' ')' ','
 'as' 'did' 'all' 'other' 'cell' 'lines' 'in' 'which' 'the' 'p16INK4A'
 'locus' 'was' 'not' 'deleted' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 2 0 0 0 0]"
6503,"['An' 'immunoperoxidase' 'reaction' ',' 'PAP' 'method' ',' 'with' 'the'
 'antiserum' 'of' 'Factor' 'VIII' 'as' 'the' 'primary' 'antibody' ','
 'was' 'carried' 'out' 'in' 'the' 'endometrial' 'biopsies' 'to' 'detect'
 'the' 'Factor' 'VIII' 'activity' 'in' 'the' 'endometrial' 'endothelium'
 'before' 'and' 'after' 'insertion' 'of' 'LNG' '-' 'IUD' '-' '20' '.']","[0 1 0 0 1 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]"
6504,"['Egd1p' 'is' 'homologous' 'to' 'human' 'BTF3b' ',' 'recently'
 'identified' 'as' 'the' 'beta' 'subunit' 'of' 'the' 'heterodimeric'
 'nascent' '-' 'polypeptide' '-' 'associated' 'complex' '(' 'NAC' ')'
 'involved' 'in' 'ensuring' 'signal' '-' 'sequence' '-' 'specific'
 'protein' 'sorting' 'and' 'translocation' '[' 'Wiedmann' 'et' 'al' '.'
 ',' 'Nature' '370' '(' '1994' ')' '434' '-' '440' ']' '.']","[1 0 0 0 1 2 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
6505,"['Purified' 'PLB' 'showed' 'optimal' 'lyase' 'activity' 'at' 'pH' '10' '.'
 '0' '.']",[0 1 0 0 1 0 0 0 0 0 0 0]
6506,"['The' '5' ""'"" 'flanking' 'regions' 'of' 'both' 'pelA' 'and' 'pelB' 'were'
 'translationally' 'fused' 'to' 'the' 'beta' '-' 'glucuronidase' 'gene'
 'and' 'introduced' 'into' 'F' '.' 'solani' 'f' '.' 'sp' '.' 'pisi' ','
 'and' 'beta' '-' 'glucuronidase' 'activities' 'of' 'the' 'transformants'
 'were' 'measured' '.']","[0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0
 0 0 0 0 0]"
6507,"['When' 'nifA' 'mRNA' '5' ""'"" 'start' 'points' 'were' 'mapped' 'by'
 'primer' 'extension' ',' 'both' 'a' 'minor' 'upstream' 'transcript' '('
 's' ')' 'starting' '45' 'bp' 'distal' 'to' 'the' 'anaerobox' 'and' 'a'
 'major' 'downstream' 'transcript' 'starting' '10' 'bp' 'distal' 'to'
 'the' 'sigma' '54' 'box' 'were' 'observed' '.']","[0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 1 2 0 0 0 0]"
6508,"['We' 'failed' 'to' 'find' 'these' 'data' 'to' 'be' 'useful' 'in'
 'predicting' 'the' 'time' 'of' 'onset' 'of' 'initial' 'seizures' 'after'
 'acute' 'ischemic' 'stroke' 'and' 'recurrence' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6509,"['The' 'human' 'papillomavirus' 'type' '16' 'E7' 'protein' 'complements'
 'adenovirus' 'type' '5' 'E1A' 'amino' '-' 'terminus' '-' 'dependent'
 'transactivation' 'of' 'adenovirus' 'type' '5' 'early' 'genes' 'and'
 'increases' 'ATF' 'and' 'Oct' '-' '1' 'DNA' 'binding' 'activity' '.']",[0 1 2 2 2 2 2 0 1 2 2 2 0 0 0 0 0 0 0 1 2 2 2 2 0 0 1 0 1 2 2 0 0 0 0]
6510,"['A' 'chaotropic' 'detergent' ',' '0' '.' '1' '%' 'Nonidet' 'P' '-' '40'
 ',' 'also' 'abolished' 'the' 'interaction' ',' 'further' 'supporting'
 'the' 'hydrophobic' 'nature' 'of' 'the' 'interaction' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6511,"['Degradation' 'of' 'the' 'soybean' 'ribulose' '-' '1' ',' '5' '-'
 'bisphosphate' 'carboxylase' 'small' '-' 'subunit' 'mRNA' ',' 'SRS4' ','
 'initiates' 'with' 'endonucleolytic' 'cleavage' '.']",[0 0 0 1 2 2 2 2 2 2 2 2 2 2 2 2 0 1 0 0 0 0 0 0]
6512,"['Cloning' 'and' 'sequencing' 'revealed' 'that' 'dMax' 'contains' 'a'
 'deletion' 'spanning' 'the' 'basic' 'region' 'and' 'helix' '1' 'and'
 'the' 'loop' 'of' 'the' 'helix' '-' 'loop' '-' 'helix' 'region' ','
 'presumably' 'as' 'a' 'result' 'of' 'alternative' 'splicing' 'of' 'max'
 'RNA' '.']","[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 2 0]"
6513,"['The' 'domain' 'structure' 'of' 'bovine' 'LTBP' '-' '2' 'is' 'very'
 'similar' 'to' 'that' 'of' 'the' 'human' 'LTBP' '-' '2' ',' 'containing'
 '20' 'examples' 'of' '6' '-' 'cysteine' 'epidermal' 'growth' 'factor' '-'
 'like' 'repeats' ',' '16' 'of' 'which' 'have' 'the' 'consensus'
 'sequence' 'for' 'calcium' 'binding' ',' 'together' 'with' '4' 'examples'
 'of' '8' '-' 'cysteine' 'motifs' 'characteristic' 'of' 'fibrillins' 'and'
 'LTBP' '-' '1' '.']","[0 0 0 0 1 2 2 2 0 0 0 0 0 0 0 1 2 2 2 0 0 0 0 0 0 0 0 1 2 2 2 2 2 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 2 0]"
